Sitio,Región,Referencia,Latitud,Longitud,Cacicazgos,Formativo,Colonial,Paleoindio,Republicano,Total,Fechas
"SA-SLS-012","","Carrillo Duarte, & Gutiérrez Olano, 2007",7.201667,-72.700639,0,0,0,0,0,0,
"SA-SLS-013","","Carrillo Duarte, & Gutiérrez Olano, 2007",7.200278,-72.685253,0,0,0,0,0,0,
"SA-SLS-050","","Carrillo Duarte, & Gutiérrez Olano, 2007",7.195722,-72.641833,0,0,0,0,0,0,
"SA-SLS-054","","Carrillo Duarte, & Gutiérrez Olano, 2007",7.168864,-72.770383,0,0,0,0,0,0,
"Tajumbina - Zona 1","","Cadavid Camargo, &  Ordoñez, 1992",1.56885,-76.933503,0,0,0,0,0,0,
"Tajumbina - Zona 2","","Cadavid Camargo, &  Ordoñez, 1992",1.569039,-76.934497,0,0,0,0,0,0,
"Tajumbina - Zona 3","","Cadavid Camargo, &  Ordoñez, 1992",1.569747,-76.933592,0,0,0,0,0,0,
"Las Cruces","","Uribe Alarcón, 1976",0.849183,-77.577692,0,0,0,0,0,0,
"T1","","Bouchard,1977",1.688514,-78.753636,0,0,0,0,0,0,
"La Llanada 2","","Salgado López, 1986",4.345056,-76.295572,0,0,0,0,0,0,
"La Llanada 3","","Bouchard,1977",4.353264,-76.293447,0,0,0,0,0,0,
"La Tulia I","","Salgado López, 1986",4.342611,-76.309178,0,0,0,0,0,0,
"Ricaurte 3","Valles alto Calima y alto y medio del Cauca","Salgado López, 1986",4.303797,-76.205542,0,0,0,0,0,0,
"La Soledad","","Salgado López, 1986",4.338889,-76.295578,0,0,0,0,0,0,
"Batallón Francisco Javier Cisneros","Valles alto Calima y alto y medio del Cauca","García Pulgarín, & Quintana Urrea, 2001",4.489233,-75.7945,0,0,0,0,0,0,
"La Balsa","","Méndez Gutiérrez, 1985",2.594056,-76.6124,0,0,0,0,0,0,
"La Balsa","","Méndez Gutiérrez, 1984",2.594053,-76.6124,0,0,0,0,0,0,
"Morro de Tulcán","","Cubillos Chaparro, 1959",2.445428,-76.596211,0,0,0,0,0,0,
"Corte 1","","Cifuentes Toro, & Rubiano, 2002",0.676833,-76.900728,0,0,0,0,0,0,
"Corte 2","","Cifuentes Toro, & Rubiano, 2002",0.677378,-76.864517,0,0,0,0,0,0,
"Corte 3","","Cifuentes Toro, & Rubiano, 2002",0.677072,-76.863494,0,0,0,0,0,0,
"Corte 4","","Cifuentes Toro ,& Rubiano, 2002",0.696736,-76.919297,0,0,0,0,0,0,
"Tambillo","","Patiño Castaño, 2003",1.723367,-78.640444,0,0,0,0,0,0,
"Sitio 1","","Hernández Bacca, 2007",6.736953,-71.323228,0,0,0,0,0,0,
"Finca de Don Luis Peña ","","Hernández Bacca, 2008",6.781214,-71.264306,0,0,0,0,0,0,
"el Pital","Valles alto Calima y alto y medio del Cauca","Salgado López, 1988",3.866861,-76.5318,0,0,0,0,0,0,
"Valle de el Dorado","Valles alto Calima y alto y medio del Cauca","Caldas, Chaves, & Villamizar, 1972",3.816475,-76.433308,0,0,0,0,0,0,
"Sitio V1","","Cubillos Chaparro, 1984",3.135008,-76.552478,0,0,0,0,0,0,
"Sitio V4","","Cubillos Chaparro, 1984",3.137697,-76.537797,0,0,0,0,0,0,
"sitio v 12","","Cubillos Chaparro, 1984",3.273233,-76.571125,0,0,0,0,0,0,
"Sitios v-2-s y v-3-s","","Cubillos Chaparro, 1984",3.116903,-76.471694,0,0,0,0,0,0,
"sitio v-5-s","","Cubillos Chaparro, 1984",3.174431,-76.458675,0,0,0,0,0,0,
"sitio v-6-s","","Cubillos Chaparro, 1984",3.226664,-76.458675,0,0,0,0,0,0,
"sitio v-7, v-8-1, v-9-1","Valles alto Calima y alto y medio del Cauca","Cubillos Chaparro, 1984",3.175078,-76.195869,0,0,0,0,0,0,
"sitio v-10-s","Valles alto Calima y alto y medio del Cauca","Cubillos Chaparro, 1984",3.212061,-76.392428,0,0,0,0,0,0,
"sitio v-11-s","Valles alto Calima y alto y medio del Cauca","Cubillos Chaparro, 1984",3.223614,-76.417844,0,0,0,0,0,0,
"Pampa de Nerete","","Bouchard,1984",1.739586,-78.688067,0,0,0,0,0,0,
"Piñal Salado","","Patiño Castaño, 2003",1.705806,-78.728211,0,0,0,0,0,0,
"San Luis","","Patiño Castaño, 2003",1.768194,-78.754903,0,0,0,0,0,0,
"Exporcol","","Patiño Castaño, 2003",1.812667,-78.739119,0,0,0,0,0,0,
"Aguaclara","","Patiño Castaño, 2003",1.7251,-78.77505,0,0,0,0,0,0,
"Bucheli","","Patiño Castaño, 2003",1.711208,-78.776186,0,0,0,0,0,0,
"Robles","","Patiño Castaño, 2003",1.71065,-78.684517,0,0,0,0,0,0,
"Mascarey","","Patiño Castaño, 2003",1.706797,-78.689811,0,0,0,0,0,0,
"Pedregal","","Patiño Castaño, 2003",1.703933,-78.623744,0,0,0,0,0,0,
"La Quinta","","Patiño Castaño, 2003",1.730353,-78.622378,0,0,0,0,0,0,
"El Esfuerzo","","Patiño Castaño, 2003",1.690603,-78.788206,0,0,0,0,0,0,
"Tres Marías","","Patiño Castaño, 2003",1.698908,-78.771481,0,0,0,0,0,0,
"EL PORTAL","","Correal Urrego,  1977",5.299364,-74.751906,0,0,0,0,0,0,
"Inguapí Chiricana","","Patiño Castaño, 2003",1.696278,-78.770219,0,0,0,0,0,0,
"Inguapí del Carmen","","Patiño Castaño, 2003",1.686028,-78.762461,0,0,0,0,0,0,
"Inguapí","","Patiño Castaño, 2003",1.679914,-78.759483,0,0,0,0,0,0,
"La Magnolia","","Patiño Castaño, 2003",1.679853,-78.754819,0,0,0,0,0,0,
"Trigana","","Linne, 1929",8.38,-77.115833,0,0,0,0,0,0,
"Km. 19","","Patiño Castaño, 2003",1.676725,-78.752042,0,0,0,0,0,0,
"Acandí","","Linne, 1929",8.514167,-77.281111,0,0,0,0,0,0,
"Chilví","","Patiño Castaño, 2003",1.674933,-78.75695,0,0,0,0,0,0,
"Lomitas","","Patiño Castaño, 2003",1.674108,-78.755031,0,0,0,0,0,0,
"Km. 17.5","","Patiño Castaño, 2003",1.675672,-78.752786,0,0,0,0,0,0,
"La Catedral","","Patiño Castaño, 2003",1.6758,-78.752086,0,0,0,0,0,0,
"Km. 18","","Patiño Castaño, 2003",1.673447,-78.754006,0,0,0,0,0,0,
"Km. 18.5","","Patiño Castaño, 2003",1.672739,-78.7532,0,0,0,0,0,0,
"La Tirsa","","Patiño Castaño, 2003",1.662614,-78.74975,0,0,0,0,0,0,
"La Granja","","Patiño Castaño, 2003",1.664072,-78.746831,0,0,0,0,0,0,
"La Vicky","","Patiño Castaño, 2003",1.660364,-78.748792,0,0,0,0,0,0,
"Km. 20","","Patiño Castaño, 2003",1.662192,-78.744569,0,0,0,0,0,0,
"Km. 21","","Patiño Castaño, 2003",1.656542,-78.746286,0,0,0,0,0,0,
"Providencia","","Patiño Castaño, 2003",1.6464,-78.739314,0,0,0,0,0,0,
"Catalina","","Patiño Castaño, 2003",1.62535,-78.733239,0,0,0,0,0,0,
"Km. 23","","Patiño Castaño, 2003",1.62535,-78.723675,0,0,0,0,0,0,
"Palmar","","Patiño Castaño, 2003",1.622142,-78.721464,0,0,0,0,0,0,
"Km. 23.5","","Patiño Castaño, 2003",1.615925,-78.727206,0,0,0,0,0,0,
"Cajapí","","Patiño Castaño, 2003",1.599606,-78.7177,0,0,0,0,0,0,
"Villarica","","Patiño Castaño, 2003",1.593722,-78.708794,0,0,0,0,0,0,
"Franco","","Patiño Castaño, 2003",1.586636,-78.702061,0,0,0,0,0,0,
"Km. 28","","Patiño Castaño, 2003",1.584103,-78.709869,0,0,0,0,0,0,
"Las Lajas","","Patiño Castaño, 2003",1.582728,-78.706092,0,0,0,0,0,0,
"Trinidad","","Patiño Castaño, 2003",1.583342,-78.699333,0,0,0,0,0,0,
"Km. 28.5","","Patiño Castaño, 2003",1.576875,-78.700669,0,0,0,0,0,0,
"Km. 29","","Patiño Castaño, 2003",1.575022,-78.695147,0,0,0,0,0,0,
"Juan Domingo","","Patiño Castaño, 2003",1.576328,-78.688,0,0,0,0,0,0,
"ICA 1","","Patiño Castaño, 2003",1.571286,-78.680092,0,0,0,0,0,0,
"ICA 2","","Patiño Castaño, 2003",1.563922,-78.683767,0,0,0,0,0,0,
"Km. 31","","Patiño Castaño, 2003",1.565378,-78.674553,0,0,0,0,0,0,
"Km. 31.5","","Patiño Castaño, 2003",1.560647,-78.680231,0,0,0,0,0,0,
"Km. 32.5","","Patiño Castaño, 2003",1.555847,-78.675019,0,0,0,0,0,0,
"Chorrera 1","","Patiño Castaño, 2003",1.551358,-78.677597,0,0,0,0,0,0,
"Km. 33.5","","Patiño Castaño, 2003",1.545392,-78.674181,0,0,0,0,0,0,
"Km. 34.5","","Patiño Castaño, 2003",1.533764,-78.672836,0,0,0,0,0,0,
"Gran Cebú","","Patiño Castaño, 2003",1.518378,-78.669267,0,0,0,0,0,0,
"Km. 35.5","","Patiño Castaño, 2003",1.528158,-78.669314,0,0,0,0,0,0,
"Km. 36","","Patiño Castaño, 2003",1.52585,-78.660944,0,0,0,0,0,0,
"Km. 38.5","","Patiño Castaño, 2003",1.489989,-78.658383,0,0,0,0,0,0,
"Espriella","","Patiño Castaño, 2003",1.482278,-78.650317,0,0,0,0,0,0,
"Km. 39.5","","Patiño Castaño, 2003",1.467797,-78.648544,0,0,0,0,0,0,
"Km. 40","","Patiño Castaño, 2003",1.472867,-78.647764,0,0,0,0,0,0,
"La Clarita","","Patiño Castaño, 2003",1.491456,-78.649739,0,0,0,0,0,0,
"La Esperanza","","Patiño Castaño, 2003",1.501328,-78.650514,0,0,0,0,0,0,
"La Remigia","","Patiño Castaño, 2003",1.521297,-78.655089,0,0,0,0,0,0,
"El Salto","","Patiño Castaño, 2003",1.524453,-78.647017,0,0,0,0,0,0,
"El Aguacate","","Patiño Castaño, 2003",1.529772,-78.651467,0,0,0,0,0,0,
"La Brava 1","","Patiño Castaño, 2003",1.529639,-78.660419,0,0,0,0,0,0,
"Puntilla","","Patiño Castaño, 2003",1.532917,-78.657706,0,0,0,0,0,0,
"Las Marías","","Patiño Castaño, 2003",1.529225,-78.662622,0,0,0,0,0,0,
"Cebú","","Patiño Castaño, 2003",1.530017,-78.664703,0,0,0,0,0,0,
"Cortadura","","Patiño Castaño, 2003",1.534875,-78.660936,0,0,0,0,0,0,
"El Encanto","","Patiño Castaño, 2003",1.529356,-78.668031,0,0,0,0,0,0,
"Palmera","","Patiño Castaño, 2003",1.530839,-78.672142,0,0,0,0,0,0,
"Estero Tangareal","","Patiño Castaño, 2003",1.536219,-78.674414,0,0,0,0,0,0,
"Pueblo Nuevo","","Patiño Castaño, 2003",1.538339,-78.675628,0,0,0,0,0,0,
"ICA","","Patiño Castaño, 2003",1.559225,-78.679911,0,0,0,0,0,0,
"Ramoncillo","","Patiño Castaño, 2003",1.560456,-78.6779,0,0,0,0,0,0,
"Chorrera 2","","Patiño Castaño, 2003",1.562944,-78.679717,0,0,0,0,0,0,
"Astorga","","Patiño Castaño, 2003",1.5662,-78.674144,0,0,0,0,0,0,
"Zapote","","Patiño Castaño, 2003",1.569247,-78.675556,0,0,0,0,0,0,
"Vuelta Larga","","Patiño Castaño, 2003",1.573094,-78.674175,0,0,0,0,0,0,
"Zapotal","","Patiño Castaño, 2003",1.585761,-78.6705,0,0,0,0,0,0,
"Vuelta Carmen","","Patiño Castaño, 2003",1.612083,-78.674828,0,0,0,0,0,0,
"Dos Quebradas","","Patiño Castaño, 2003",1.623072,-78.681394,0,0,0,0,0,0,
"La Vega","","Patiño Castaño, 2003",1.634075,-78.669042,0,0,0,0,0,0,
"El Retoño","","Patiño Castaño, 2003",1.63715,-78.667797,0,0,0,0,0,0,
"Almejero","","Patiño Castaño, 2003",1.639969,-78.660689,0,0,0,0,0,0,
"Nueva Creación","","Patiño Castaño, 2003",1.644475,-78.652747,0,0,0,0,0,0,
"El Llano","","Patiño Castaño, 2003",1.656447,-78.653911,0,0,0,0,0,0,
"Delicias","","Patiño Castaño, 2003",1.673108,-78.655797,0,0,0,0,0,0,
"Santa María","","Patiño Castaño, 2003",1.676842,-78.647236,0,0,0,0,0,0,
"Esperanza","","Patiño Castaño, 2003",1.681831,-78.649919,0,0,0,0,0,0,
"Isla Grande","","Patiño Castaño, 2003",1.675075,-78.639047,0,0,0,0,0,0,
"Vuelta Iscuandé","","Patiño Castaño, 2003",1.691403,-78.646392,0,0,0,0,0,0,
"Tangareal","","Patiño Castaño, 2003",1.689814,-78.647625,0,0,0,0,0,0,
"El Coco","","Patiño Castaño, 2003",1.628728,-78.626286,0,0,0,0,0,0,
"La Miranda","","Patiño Castaño, 2003",1.464747,-78.684233,0,0,0,0,0,0,
"030","","Patiño Castaño, 1995",1.176389,-77.146667,0,0,0,0,0,0,
"006","","Patiño Castaño, 1995",1.229167,-77.236944,0,0,0,0,0,0,
"007","","Patiño Castaño, 1995",1.224444,-77.219167,0,0,0,0,0,0,
"008","","Patiño Castaño, 1995",1.224167,-77.22,0,0,0,0,0,0,
"009","","Patiño Castaño, 1995",1.225278,-77.216389,0,0,0,0,0,0,
"010","","Patiño Castaño, 1995",1.225556,-77.213333,0,0,0,0,0,0,
"011","","Patiño Castaño, 1995",1.225556,-77.208889,0,0,0,0,0,0,
"012","","Patiño Castaño, 1995",1.225,-77.204167,0,0,0,0,0,0,
"013","","Patiño Castaño, 1995",1.224167,-77.202778,0,0,0,0,0,0,
"014","","Patiño Castaño, 1995",1.221667,-77.198056,0,0,0,0,0,0,
"015","","Patiño Castaño, 1995",1.224722,-77.190278,0,0,0,0,0,0,
"016","","Patiño Castaño, 1995",1.217222,-77.188056,0,0,0,0,0,0,
"019 - El Retiro","","Patiño Castaño, 1995",1.209722,-77.181667,0,0,0,0,0,0,
"020 - El Retiro","","Patiño Castaño, 1995",1.203889,-77.176389,0,0,0,0,0,0,
"021","","Patiño Castaño, 1995",1.203333,-77.186667,0,0,0,0,0,0,
"022","","Patiño Castaño, 1995",1.199722,-77.173333,0,0,0,0,0,0,
"023","","Patiño Castaño, 1995",1.206389,-77.165833,0,0,0,0,0,0,
"024","","Patiño Castaño, 1995",1.199167,-77.1675,0,0,0,0,0,0,
"025","","Patiño Castaño, 1995",1.195556,-77.160278,0,0,0,0,0,0,
"027","","Patiño Castaño, 1995",1.186667,-77.160556,0,0,0,0,0,0,
"Tajumbina","","Patiño Castaño, 1995",1.56975,-76.933611,0,0,0,0,0,0,
"Inguapi","","Bouchard, 1984",1.698478,-78.755931,0,0,0,0,0,0,
"El Balsal","","Bouchard, 1984",1.687108,-78.746886,0,0,0,0,0,0,
"El Morro ","","Bouchard, 1984",1.827633,-78.728458,0,0,0,0,0,0,
"Caunapí","","Bouchard, 1984",1.440892,-78.614994,0,0,0,0,0,0,
"Sitio Muelle Viejo","","Casas Dupuy, 1990",2.967042,-78.171403,0,0,0,0,0,0,
"La Insula","","Groot de Mahecha, 1974",2.551511,-76.013808,0,0,0,0,0,0,
"El Tablón","","Puerta Restrepo, 1988",2.58325,-76.041378,0,0,0,0,0,0,
"El Picacho","","Puerta Restrepo, 1988",2.584981,-76.039369,0,0,0,0,0,0,
"Alto de San Andrés","","Horst, 1953",2.576931,-76.044369,0,0,0,0,0,0,
"Filo de Aguacate","","Horst, 1953",2.566775,-76.047911,0,0,0,0,0,0,
"Segovia","","Horst, 1953",2.573361,-76.03225,0,0,0,0,0,0,
"MSP 5","","Londoño, 2009",11.041167,-74.232972,0,0,0,0,0,0,
"C1","","Londoño, 2009",11.040864,-74.231194,0,0,0,0,0,0,
"C2","","Londoño, 2009",11.037161,-74.239175,0,0,0,0,0,0,
"San Lorenzo","","Martínez García, & Acevedo Zapata, 2008",11.038242,-74.228675,0,0,0,0,0,0,
" 52PAS-UNI001 Unicentro","","López Castaño, Cano Echeverri, & Rivas, 2008",1.216622,-77.288644,0,0,0,0,0,0,
"Los Ajos","","Bernal Vélez, 2009",1.1304,-77.3778,0,0,0,0,0,0,
"Obonuco","","Bernal Vélez, 2009",1.171389,-77.318889,0,0,0,0,0,0,
"Sitio 1 - El Plateado","","Botiva Contreras, 1988",2.464692,-77.232717,0,0,0,0,0,0,
"Sitio 2 - Llanogrande","","Botiva Contreras, 1988",2.520761,-77.225978,0,0,0,0,0,0,
"Sitio 3 - San Juan de Mechengue","","Botiva Contreras, 1988",2.597636,-77.185522,0,0,0,0,0,0,
"Sitio 4 -  Campamento El Porvenir","","Botiva Contreras, 1988",2.732378,-77.2305,0,0,0,0,0,0,
"Sector 1","Valles alto Calima y alto y medio del Cauca","Bernal Vélez, 2009",4.026253,-76.456261,0,0,0,0,0,0,
"Sector 2","Valles alto Calima y alto y medio del Cauca","Rodríguez, & Salgado López, 1990",4.0224,-76.452778,0,0,0,0,0,0,
"Sector 3","Valles alto Calima y alto y medio del Cauca","Rodríguez, & Salgado López, 1990",4.019658,-76.449,0,0,0,0,0,0,
"Sector 4","Valles alto Calima y alto y medio del Cauca","Rodríguez, & Salgado López, 1990",4.017081,-76.450403,0,0,0,0,0,0,
"PK187+400","Valles alto Calima y alto y medio del Cauca","Rodríguez, 1996",4.640928,-75.929278,0,0,0,0,0,0,
"PK276+700","Valles alto Calima y alto y medio del Cauca","Rodríguez, 1996",4.007964,-76.231169,0,0,0,0,0,0,
"PK321+400","Valles alto Calima y alto y medio del Cauca","Rodríguez, 1996",3.646411,-76.393533,0,0,0,0,0,0,
"PK185+600","Valles alto Calima y alto y medio del Cauca","Rodríguez, 1996",4.646053,-75.926022,0,0,0,0,0,0,
"Cerro Cabo de la Vela","Valles alto Calima y alto y medio del Cauca","Salgado López, Rodríguez & Bashilov, 1984",3.925694,-76.436761,0,0,0,0,0,0,
"Mijitayo","","Cárdenas Arroyo, 1995",1.183333,-77.301111,0,0,0,0,0,0,
"Catambuco 1 y 2","","Cárdenas Arroyo, 1995",1.158056,-77.296944,0,0,0,0,0,0,
"Maridíaz","","Cárdenas Arroyo, 1995",1.187222,-77.283611,0,0,0,0,0,0,
"Río Frío","","Cadavid Camargo, 1984",10.902814,-74.146192,0,0,0,0,0,0,
"Cortes 1-3-5","","Interconexión Eléctrica S. A, 1999",0.8075,-77.659444,0,0,0,0,0,0,
"Corte 4","","Interconexión Eléctrica S. A, 1999",0.805833,-77.665833,0,0,0,0,0,0,
"Corte 6 y 7 ","","Interconexión Eléctrica S. A, 1999",0.795222,-77.671111,0,0,0,0,0,0,
"Corte 8","","Interconexión Eléctrica S. A, 1999",0.805,-77.665556,0,0,0,0,0,0,
"Torre 19","","Interconexión Eléctrica S. A, 1999",0.807222,-77.659444,0,0,0,0,0,0,
"Coronado","Valles alto Calima y alto y medio del Cauca","Herrera, & Cardale de Schrimpff, 1999",3.578611,-76.298056,0,0,0,0,0,0,
"UNILIVER","Valles alto Calima y alto y medio del Cauca","Blanco, & Ospina Ruíz, 2008",3.557361,-76.4206,0,0,0,0,0,0,
"Lomas de Dapa","Valles alto Calima y alto y medio del Cauca","Blanco, &  Cabal Martínez, 2008",3.55,-76.547778,0,0,0,0,0,0,
"La Gran Parada","Valles alto Calima y alto y medio del Cauca","Blanco, 1999",3.970703,-76.393539,0,0,0,0,0,0,
"Asovicons-UE3","Valles alto Calima y alto y medio del Cauca","Blanco, & Cabal Martínez, 2008",3.682997,-76.308992,0,0,0,0,0,0,
"Sitio 3. Basurero","Valles alto Calima y alto y medio del Cauca","Blanco, & Clavijo, 2005",4.691528,-75.923139,0,0,0,0,0,0,
"Sitio 4","Valles alto Calima y alto y medio del Cauca","Blanco,1999",4.690111,-75.923472,0,0,0,0,0,0,
"Sitio 5","Valles alto Calima y alto y medio del Cauca","Blanco, & Clavijo, 2005",4.675472,-75.925722,0,0,0,0,0,0,
"Sitio 6","Valles alto Calima y alto y medio del Cauca","Blanco, & Clavijo, 2005",4.671111,-75.926389,0,0,0,0,0,0,
"Sitio 7","Valles alto Calima y alto y medio del Cauca","Blanco, & Cabal Martínez, 2008",4.670194,-75.926417,0,0,0,0,0,0,
"Sitio 8","Valles alto Calima y alto y medio del Cauca","Blanco, & Clavijo, 2005",4.639167,-75.921972,0,0,0,0,0,0,
"Sitio 9","Valles alto Calima y alto y medio del Cauca","Blanco, & Clavijo, 2005",4.554194,-75.988361,0,0,0,0,0,0,
"Sitio 10","Valles alto Calima y alto y medio del Cauca","Blanco, & Clavijo, 2005",4.550917,-75.994583,0,0,0,0,0,0,
"Sitio 11","Valles alto Calima y alto y medio del Cauca","Blanco, & Clavijo, 2005",4.550606,-75.992531,0,0,0,0,0,0,
"Sitio 12","","Blanco, & Clavijo, 2005",4.539861,-76.008833,0,0,0,0,0,0,
"Sitio 13","Valles alto Calima y alto y medio del Cauca","Blanco, & Clavijo, 2005",4.649028,-75.922167,0,0,0,0,0,0,
"Sitio 14","","Blanco, & Clavijo, 2005",4.513056,-76.016056,0,0,0,0,0,0,
"No reporta","Valles alto Calima y alto y medio del Cauca","Blanco, 1998",3.587464,-76.195581,0,0,0,0,0,0,
"Punto 1","Valles alto Calima y alto y medio del Cauca","Blanco, & Cabal Martínez, 2006",3.393056,-76.352778,0,0,0,0,0,0,
"No reporta","Valles alto Calima y alto y medio del Cauca","Clavijo Sánchez, Jaramillo, & Cabal Martínez, 2000",4.08615,-76.197367,0,0,0,0,0,0,
"No Reporta","Valles alto Calima y alto y medio del Cauca","Clavijo Sánchez, 2002",4.500278,-76.145278,0,0,0,0,0,0,
"No Reporta","Valles alto Calima y alto y medio del Cauca","Blanco, & Jaramillo, 2004",3.371247,-76.3191,0,0,0,0,0,0,
"Sitio 1","Valles alto Calima y alto y medio del Cauca","Clavijo Sánchez, 2006",3.954444,-76.4325,0,0,0,0,0,0,
"Sitio 2","Valles alto Calima y alto y medio del Cauca","Clavijo Sánchez, 2006",3.955278,-76.432778,0,0,0,0,0,0,
"Sitio 3","Valles alto Calima y alto y medio del Cauca","Clavijo Sánchez, 2006",3.955833,-76.433056,0,0,0,0,0,0,
"La Nueva Estancia","Valles alto Calima y alto y medio del Cauca","García Pulgarín, Joel, Leonardo I. Quintana Urrea y Xiomara López, 2006",3.575833,-76.489722,0,0,0,0,0,0,
"Sitio 4","Valles alto Calima y alto y medio del Cauca","Clavijo Sánchez, 2006",3.956111,-76.433333,0,0,0,0,0,0,
"Sitio 5","Valles alto Calima y alto y medio del Cauca","Clavijo Sánchez, 2006",3.955556,-76.433889,0,0,0,0,0,0,
"Sitio 6","Valles alto Calima y alto y medio del Cauca","Clavijo Sánchez, 2006",3.957778,-76.438611,0,0,0,0,0,0,
"Ingenio Providencia","Valles alto Calima y alto y medio del Cauca","Blanco, & Ospina Ruíz, 2008",3.693889,-76.3125,0,0,0,0,0,0,
"Sitio 7","Valles alto Calima y alto y medio del Cauca","Clavijo Sánchez, 2006",3.959775,-76.438303,0,0,0,0,0,0,
"Campoalegre","","López Salgado, 1987",3.899761,-76.618419,0,0,0,0,0,0,
"La Cristalina","Valles alto Calima y alto y medio del Cauca","López Salgado, 1987",3.999133,-76.465286,0,0,0,0,0,0,
"Atuncela ","","Becerra Becerra,1995",3.697778,-76.6925,0,0,0,0,0,0,
"Bocas de Tulua","","López Salgado, 1987",4.145833,-76.233056,0,0,0,0,0,0,
"La María","Valles alto Calima y alto y medio del Cauca","Alarcón Guevara, & Llanos Chaparro, 1996",3.685556,-76.650556,0,0,0,0,0,0,
"La Cabaña","Valles alto Calima y alto y medio del Cauca","Alarcón Guevara, & Llanos Chaparro, 1996",3.68,-76.650833,0,0,0,0,0,0,
"Urbanización El Sembrador","Valles alto Calima y alto y medio del Cauca","Blanco, Cabal & Jaramillo, 2005",3.510425,-76.302411,0,0,0,0,0,0,
"Sitio 2","Valles alto Calima y alto y medio del Cauca","Clavijo Sánchez, & Molina Venegas, 2009",4.394833,-76.061472,0,0,0,0,0,0,
"Sitio 3","","Clavijo Sánchez, & Molina Venegas, 2009",4.377611,-76.070583,0,0,0,0,0,0,
"Sitio 4","Valles alto Calima y alto y medio del Cauca","Clavijo Sánchez, & Molina Venegas, 2009",4.402333,-76.064417,0,0,0,0,0,0,
"Pavas Mulaló","Valles alto Calima y alto y medio del Cauca","Becerra Becerra, 1995",3.667222,-76.556944,0,0,0,0,0,0,
"Sitio 5","Valles alto Calima y alto y medio del Cauca","Becerra Becerra, 1995",4.405056,-76.061556,0,0,0,0,0,0,
"UE 1","Valles alto Calima y alto y medio del Cauca","Clavijo Sánchez, 1993",4.491297,-76.209047,0,0,0,0,0,0,
"UE 2","Valles alto Calima y alto y medio del Cauca","Clavijo Sánchez, 1993",4.491694,-76.208114,0,0,0,0,0,0,
"Samaria","Valles alto Calima y alto y medio del Cauca","Quiñones Reyes, & Segura Leal, 1999",3.997222,-76.451667,0,0,0,0,0,0,
"UE 3","Valles alto Calima y alto y medio del Cauca","Clavijo Sánchez, 1993",4.491067,-76.20715,0,0,0,0,0,0,
"Cantarana","Valles alto Calima y alto y medio del Cauca","Patiño Castaño, 1996",3.567222,-76.453667,0,0,0,0,0,0,
"Aranjuez","Valles alto Calima y alto y medio del Cauca","Patiño Castaño, 1996",3.334444,-76.402758,0,0,0,0,0,0,
"Mayagüez","Valles alto Calima y alto y medio del Cauca","Patiño Castaño, 1996",3.375228,-76.319603,0,0,0,0,0,0,
"Potrero de Párraga","Valles alto Calima y alto y medio del Cauca","Patiño Castaño, 1996",3.366056,-76.348747,0,0,0,0,0,0,
"condominio Meía Rendón","Valles alto Calima y alto y medio del Cauca","Cabal Martínez,  2008",3.928056,-76.486111,0,0,0,0,0,0,
"Complejo Río Pichindé","","Ford, 1944",3.443092,-76.627653,0,0,0,0,0,0,
"Complejo Río Bolo","","Cabal Martínez, 2008",3.424664,-76.155244,0,0,0,0,0,0,
"Cauca I","Valles alto Calima y alto y medio del Cauca","Ford, 1944",3.171558,-76.242736,0,0,0,0,0,0,
"Cauca 2","Valles alto Calima y alto y medio del Cauca","Ford, 1944",3.173619,-76.248836,0,0,0,0,0,0,
"Cauca 3","","Ford, 1944",3.553053,-76.184858,0,0,0,0,0,0,
"Cauca 4","","Ford, 1944",2.924122,-76.2626,0,0,0,0,0,0,
"Cauca 5","","Ford, 1944",2.940906,-76.278061,0,0,0,0,0,0,
"Cauca 7","","Ford, 1944",2.953775,-76.254192,0,0,0,0,0,0,
"Cauca II","","Ford, 1944",2.934106,-76.241519,0,0,0,0,0,0,
"Cauca 10","","Ford, 1944",2.91,-76.28,0,0,0,0,0,0,
"Sitio 7 Los Campanos","","Rodríguez Ramírez, 1998",10.497722,-74.219556,0,0,0,0,0,0,
"Sitio 2","","Rodríguez Ramírez, 1998",10.637778,-74.922778,0,0,0,0,0,0,
"La Creciente E1 (LCE-1)","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Romero Picón, 2008",9.319233,-75.073794,0,0,0,0,0,0,
"Loboguerrero","Valles alto Calima y alto y medio del Cauca","Fajardo Bernal, & Villada Cardozo, 2007",3.761778,-76.665,0,0,0,0,0,0,
"Campo Alegre","Valles alto Calima y alto y medio del Cauca","Tabares Sanmartín,  2004",4.983333,-75.633333,0,0,0,0,0,0,
"Cabeza Maya","","Arcila Vélez, 1986",8.521944,-77.284722,0,0,0,0,0,0,
"Sector I la Delfina","","Bastidas Buch, Delgado Burbano, Fonnegra & Sepulveda, 2008",3.819444,-76.769722,0,0,0,0,0,0,
"Sector II Finca Graciano","","Bastidas Buch, Delgado Burbano, Fonnegra & Sepulveda, 2008",3.81,-76.790278,0,0,0,0,0,0,
"Sector III Finca Jesús","Valles alto Calima y alto y medio del Cauca","Bastidas Buch, Delgado Burbano, Fonnegra & Sepulveda, 2008",3.791944,-76.759722,0,0,0,0,0,0,
