Contador,Autor,Año,Título,Publicado,Area
6253,"Gómez, Augusto & Camilo Domínguez",1995,Quinerías y caucherias de la Amazonia. Caminos y varadores de la Amazonia.,"Caminos Reales de Colombia, ed., M. Useche, pp, 261-275, Fondo FEN Colombia.",Arqueología Colombiana
6344,"Gómez, Luz Alba",1990,Reseña a Investigaciones arqueológicas en el Magdalena medio. Cuenca del río Carare (Departamento de Santander),"Boletín del Museo del Oro, 29:158-159",Arqueología Colombiana
5228,"Gómez, Luz Alba",1995,Diversidad cultural en el Magdalena Medio. Grupos acerámicos y agroalfareros.," ECOPETROL, Ms. Bogotá.",Arqueología Colombiana
5986,"Gómez, Luz Alba",1999,Metalurgia de los Andes Nariñenses: Una Aproximación Crítica a su Relación con los Andes Centrales.,"Ponencia presentada a : I Congreso de arqueología en Colombia: La Arqueología Colombiana Ante los Nuevos Paradigmas del Siglo XXI. Sociedad Colombiana de Arqueología - Universidad de Caldas Manizales, 28 al 30 de octubre de 1999.",Arqueología Colombiana
5411,Gómez. Jaime & Gonzalo Correal,1974,Evidencias de cirugía craneana prehistórica en Colombia.,"Revista Colombiana de Antropología, 16:491-502.",Arqueología Colombiana
36044,"Gonzáles Fernandéz, Victor",2014,"Testing a model of site location in the Alto Magdalena, Colombia","Against typological tyranny in archaeology, eds C. Gnecco & C. Langebaek, pp 1-19 Springer.",Arqueología Colombiana
5107,Gonzáles Victor & Carlos Andrés Barragán (editores),2001,"Arqueología preventiva en el eje cafetero. Reconocimiento y rescate arqueológico en los municipios jurisdicción del Fondo para la Reconstrucción del Eje Cafetero, FOREC.",Serie Ordenamiento Territorial y Reconstrucción del Eje Cafetero. Vol XI: Patrimnio Arqueológico en el ordenamiento territorial. Instituto Colombiano de Antropología e Historia. Bogotá.,Arqueología Colombiana
6526,"Gonzáles, Julio",1926,Tierradentro.,Revista de las Misiones 1:61-64 y 216-222.,Arqueología Colombiana
6691,"Gonzáles, Laura",1991,Una vivienda en el cercado Indígena del Santuario.,"Tesis de Grado Universidad de Los Andes (Inédito), Bogotá.",Arqueología Colombiana
6553,"Gonzáles, Laura & Ana María, Boada",1990,Tunjos y accesorios elementos de dos contextos diferentes.,"Boletín del Museo del Oro, 27:55-59.",Arqueología Colombiana
35865,"González Fernández, Víctor",2005,La culturas arqueológicas colombianas.,"Iconografía y simbolismo en Colombia prehispánica, Museo de la Naturaleza y el Hombre del 18 de mayo al 17 de julio de 2005. Catalogo",Arqueología Colombiana
9034,"González Fernández, Víctor",2002,El desarrollo de sociedades complejas en el valle de Iscalá.,"(Publicado originalmente en Gaceta Histórica No 124, 2002. Reproducido con autorización del autor).",Arqueología Colombiana
36052,"González Fernández, Víctor",2013,Studies of the community and settlement patterns at various scales in the trajectories of chiefdom development in Colombia,"Multiscalar Approaches to Studying Social Organization and Change in the Isthmo-Colombian Area”, eds., Scott D. Palumbo, Ana María Boada Rivas, William A. Locascio, Adam C.J. Menzies, pp.71-86.  University of Pittsburgh.",Arqueología Colombiana
12252,González LarrottaJohn Alexander & Alexandra Semma Tamayo,2011,Arqueología de rescate en la zona de ubicación de la locación y monitoreo de la via de acceso del pozo Tinkhana I (Orito- Putumayo).,Centro de estudios sociales arqueologicos y culturales.,Arqueología Colombiana
5924,"González, Jorge",1988,Los Káwiri. Guerreros del pasado.,Arqueología. Revista de estudiantes de Antropología. Universidad Nacional de Colombia 6:34-43.,Arqueología Colombiana
5232,"González, Jorge; & Armando Moreno",1988,Documento de Archivo,Arqueología. Revista de estudiantes de Antropología. Universidad Nacional de Colombia 6:44-46.,Arqueología Colombiana
35873,"González, Víctor",2006,Evaluación de un modelo de localización geográfica de asentamientos en el Alto Magdalena,"Contra la tiranía tipológica en arqueología: una visión desde Suraméric,  eds., C. Gnecco & C. Langebaek, pp. 151-174. Bogotá: Uniandes - Ceso.",Arqueología Colombiana
9241,"Graham, Mark Miller",2003,"Creation Imagery in the Goldwork of Costa Rica, Panama, and Colombia.","Gold and power in ancient Costa Rica, Panama, and Colombia, eds., Jeffrey Quilter & John W. Hoopes, pp. 279-299. Dumbarton Oaks Research Library and Collection Washington, D.C. Trustees for Harvard University Washington, D.C.",Arqueología Colombiana
6088,"Groot, Ana María",1990,"Panorama etnohistorico y arqueológico de los Taironas en la Sierra Nevada de Santa Marta, Colombia: Evidencias de los siglos XIV y XVI.","Culturas indígenas de los Andes septentrionales, pp. 83-104. Sociedad estatal quinto centenario, Madrid.",Arqueología Colombiana
5111,"Groot, Ana María",1985,Arqueología y conservación de la localidad precolombina de Buritaca 200 en la Sierra Nevada de Santa Marta.,"Informes Antropológicos, 1:55-102.",Arqueología Colombiana
12796,"Groot, Ana María",1992,Checua. Una secuencia cultural entre 8500 y 3000 años antes del presente.,"Fundación de Investigaciones Arqueológicas nacionales, Banco de la República. Bogotá.",Arqueología Colombiana
5426,"Groot, Ana María",1990,Excavaciones arqueológicas en el municipio de Nemocón.,"Boletín de Arqueología, 5(1):19-28.",Arqueología Colombiana
5948,"Groot, Ana María",1990,"Los Tairona: agricultores y arquitectos de la Sierra Nevada,","Parques Arqueológicos de Colombia, pp. 115-149, Instituto Colombiano de Antropología, Bogotá.",Arqueología Colombiana
5962,"Groot, Ana María",1991,Manifestaciones recientes de la cultura Tairona.,"Arte de la tierra. Taironas, pp 15-18. Colección Tesoros Precolombinos. Fondo de Promoción de la Cultura. Banco Popular.Fondo de Promoción de la Cultura, Banco Popular. Bogotá.",Arqueología Colombiana
5286,"Groot, Ana María",1989,El macizo andino del sur.,"Colombia Prehispánica, ed., Santiago Mora, pp, 181-188. Instituto Colombiano de Antropología. Instituto Colombiano de Cultura. Bogotá.",Arqueología Colombiana
5846,"Groot, Ana María",1986,Las federaciones de aldeas: el caso de los Muiscas y de los Taironas.,"Historia de Colombia, Salvat, 99-137, Bogotá.",Arqueología Colombiana
5451,"Groot, Ana María",1974,"Excavaciones arqueológicas en Tierradentro, estudio sobre cerámica y su posible uso en la elaboración de la sal.","Tesis de Grado Universidad de Los Andes (Inédito), Bogotá.",Arqueología Colombiana
5750,"Groot, Ana María",1989,La costa Atlántica.,"Colombia Prehispánica, ed., Santiago Mora, pp, 13-52. Instituto Colombiano de Antropología, Instituto Colombiano de Cultura. Bogotá.",Arqueología Colombiana
5612,"Groot, Ana María",1989,Introducción a Colombia Prehispánica.,"Colombia Prehispánica, ed., Santiago Mora, pp, 13-15. Instituto Colombiano de Antropología, Instituto Colombiano de Cultura. Bogotá.",Arqueología Colombiana
5193,"Groot, Ana María",1980,Buritica 200: una fecha de radio-carbón asociada con objetos de orfebreria Tairona.,"Boletín del Museo del Oro, 3:21-34.",Arqueología Colombiana
6474,"Groot, Ana María",1991,Territorio y grupos etnicos en el siglo XVI.,"Intento de delimitación del territorio de los grupos etnicos Pastos y Quillancingas en el altiplano Nariñense,  pp. 69-160, Fundación de Investigaciones Arqueológicas Nacionales. Banco de la República, Bogotá.",Arqueología Colombiana
5607,"Groot, Ana María & E.M. Hooykaas",1991,Intento de delimitación del territorio de los grupos étnicos Pastos y Quillacingas en el altiplano nariñense.,"Fundación de Investigaciones Arqueológicas nacionales, Banco de la República. Bogotá.",Arqueología Colombiana
5955,"Groot, Ana María & Santiago, Mora",1989,Macizo colombiano-alto Magdalena.,"Colombia Prehispánica, ed., Santiago Mora, pp,159-179. Instituto Colombiano de Antropología. Instituto Colombiano de Cultura. Bogotá.",Arqueología Colombiana
5761,Grupo de trabajo Universidad Nacional,1996,La danza de la arqueología de rescate.,Revista Kabuya. Critica Antropológica No 4.,Arqueología Colombiana
6698,"Guinea, Mercedes",1989,Valoración de las evidencias de intercambio en le desembocadura del río Esmeraldas: el problema cronológico.,"Relaciones interculturales en el área ecuatorial del Pacífico durante la época precolombina, eds., J.F. Bouchard y M. Guinea pp. 127-146. 46 Congreso Internacional de Americanistas. Amsterdam. BAR International series 503. Oxford.",Arqueología Colombiana
12986,"Gutiérrez Olano, Javier",2010,Erase una vez en Colombia: la megafauna suramericana durante el proceso de poblamiento del Cono Sur.,"Revista de Arqueologia del Área Intermedia, 8: 11-82.",Arqueología Colombiana
5737,"Gutierrez,  Jaime",1990,La cerámica del establo. Tunja. Estudio arqueológico.,Trabajo de grado. Escuela de Ciencias Sociales y Econmicas. UPTC. Tunja,Arqueología Colombiana
6125,"Gutiérrez, Javier & Juan Guillermo Martín",1999,Perspectivas Pedológicas y Geoquímica de Suelos en Contextos Arqueológicos para la Definición de Áreas de Actividad. Un Caso en el Altiplano de Bogotá.,"Simposio pueblos y ambientes: una mirada al pasado precolombino. Editado por Gaspar Morcote, pp 287-306 . Academia Colombiana de Ciencias Exactas, Físicas y naturales. Editorial Guadalupe.",Arqueología Colombiana
5389,"Gutiérrez, Juan; Dustano Rojas, Lenin Pescador y Gabriel Daza",2001,Estudios arqueológicos en la ciudadela educativa del municipio de Circasia y el Mirador del Valle de Cocora en el municipio de Salento (Quindío).,"Arqueología preventiva en el eje cafetero. Reconocimiento y rescate arqueológico en los municipios jurisdicción del Fondo, FOREC.Vol XI.Patrimnio Arqueológico en el ordenamiento territorial. P 119-130 Instituto Colombiano de Antropología e Historia.",Arqueología Colombiana
5470,"Gutierrez, María del Pilar",1985,Exploración arqueológica en el municipio de Sutatausa.,"Tesis de Grado Universidad Nacional de Colombia. Proyectos de Investigación realizados entre 1972-1984 (Resúmenes), pp. 7. Fundación de Investigaciones Arqueológicas Nacionales, Banco de la República.",Arqueología Colombiana
5038,"Gutiérrez, Silvia & Liselotte Garcia",1985,"Arqueología de rescate, Funza III.","Proyectos de Investigación realizados entre 1972 - 1984 (Resúmenes), pp. 88-89 Fundación de Investigaciones Arqueológicas Nacionales, Banco de la República Bogotá.",Arqueología Colombiana
6696,"Gutierrez, Sylvia & Lieselotte de García",1983,Vacío prehistórico en la sabana de Bogotá.,"Tesis de Grado Universidad de Los Andes (Inédito), Bogotá.",Arqueología Colombiana
6557,"Hartmann, Hedwig",1984,Un análisis sistemático del material arqueológico de la región de Popayán.,Museo Mosquera 102 pp Popayán.,Arqueología Colombiana
5358,"Hassler, Juan A.",1983,"Erótica de Tumaco y análogas, descifradas.","Cespedesia, 12(45-46):161-169.",Arqueología Colombiana
5684,"Haury, Emil & Julio César, Cubillos",1953,"Investigaciones arqueológicas en la sabana de Bogotá, Colombia. (Cultura Chibcha).","University of Arizona,  Bulletin vol 24. Abril .Tucson Arizona",Arqueología Colombiana
13007,"Helg, Aline",2017,Dominga Pérez. Una frágil libertad a fines del siglo XVIII.,"Boletín Museo del Oro, 57: 4-57.",Arqueología Colombiana
4953,"Helmes, Mary W",1979,Anciente Panama. Chiefs in search of power.,"University of Texas Press, Austin & London.",Arqueología Colombiana
4949,"Helms, Mary",1979,Ancient Panama. Chiefs in serach of power.,"University of Textas press, Austin & London.",Arqueología Colombiana
6515,"Helms, Mary",1998,The spectacled bear in iconic imagery of ancient Panama and Colombia.,"Recent advances in the archaeology of the northern Andes, In memory of Gerardo Reichel-Dolmatoff, eds., Agusto Oyuela & Scott Raymond, Monograph 39, pp. 129-143. The Institute of Archaeology, University of California, Los Angeles.",Arqueología Colombiana
36125,"Henderson, Hope & Nicholas Ostler",2005,"Muisca settlement organization and chiefly authority at Suta, Valle de Leyva, Colombia: A critical appraisal of native concepts of house for studies of complex societies","Journal of Anthropological Archaeology, 24: 148–178.",Arqueología Colombiana
6159,"Hernádez, Juan",1936,Prehistoria Colombiana.,Biblioteca aldeana de Colombia. Ministerio de educación Nacional. Editorial Minerva S.A.,Arqueología Colombiana
5540,"Hernández de  Alba, Gregorio",1943,Guía arqueológica de San Agustín o del macizo central de los Andes.,"Instituto Etnológico Nacional, pp.. 40. Bogotá.",Arqueología Colombiana
5455,"Hernández de  Alba, Gregorio",1937,Excavaciones arqueológicas: el templo al sol de Gorachocha.,Revista de Indias 2(7):10-19.,Arqueología Colombiana
6169,"Hernández de  Alba, Gregorio",1976,Presentación arqueológica del valle del Cauca.,"Cespedesia, 5(17-18):39-45.",Arqueología Colombiana
6035,"Hernández de  Alba, Gregorio",1938,Nouvelles découvertes arqueologiques á San Agustín et Tierradentro (Colombie).,"Journal de la Societé des Americanistes, 32:57-67. París.",Arqueología Colombiana
5219,"Hernández de  Alba, Gregorio",1944,"Descubrimientos arqueológicos en tierras de los Chibchas, laguna de Fúquene.",Boletín del Museo arqueológico de Colombia 2(1):23-30.,Arqueología Colombiana
5328,"Hernández de  Alba, Gregorio",1937,El templo de Goranchacha.,Revista de Indias. Ministerio de Educación Nacional 7:10-18. Bogotá.,Arqueología Colombiana
5218,"Hernández de  Alba, Gregorio",1938,Descubrimientos arqueológicos en Inza.,Revista de Indias 1(2):40-49.,Arqueología Colombiana
5755,"Hernández de  Alba, Gregorio",1979,La cultura arqueológica de San Agustín.,"Ed.,  Gonzalo Hernadez de Alba. Carlos Valencia Editores. Bogotá",Arqueología Colombiana
5703,"Hernández de  Alba, Gregorio",1938,Investigaciones arqueológicas en Tierradentro.,Revista de Indias 2(9):29-32.,Arqueología Colombiana
6708,"Hernández de  Alba, Gregorio",1942,Zonas arqueológicas en las inmediaciones de Ocaña: Mosquito. H.,"Acaritama, 6(87):   Ocaña.",Arqueología Colombiana
6662,"Hernández de  Alba, Gregorio",1943,Un collar precolombiano de sodalita en Colombia.,"American Antiquity, 9(1):100-105.",Arqueología Colombiana
6453,"Hernández de  Alba, Gregorio",1946,Sub-Andean tribes of the Cauca valley.,"Handbook of South American Indians, ed., Julian Steward. vol 4:297-327.",Arqueología Colombiana
6543,"Hernández de  Alba, Gregorio",1946,Tribes of the North Colombian lowlands.,"Handbook of South American Indians, ed., Julian Steward. vol 4:329-338.",Arqueología Colombiana
6484,"Hernández de  Alba, Gregorio",1946,The archaeology of San Agustín and Tierradentro.,"Handbook of South American Indians, Vol. II. Smitsonian Institution. Washington.",Arqueología Colombiana
32099,"Hernandez de Alba, Gregorio",1945,"Descubrimientos arqueologicos en tierras de los Chibchas

American Antiquity, Vol. 11, No. 2 (Oct., 1945), pp. 80-83","American Antiquity,  11(2): 80-83.",Arqueología Colombiana
8909,"Hernández Venegas, Maryam",2006,Apuntes sobre clasificación y artefactos líticos en la arqueología colombiana del siglo XX.,Revista de Estudiantes de Arqueología 3:25-38. Facultad de Ciencias Humanas. Universidad Nacional de Colombia.,Arqueología Colombiana
5441,"Hernández, Cecilia",1979,Excavaciones arqueológicas en las vegas del Sabandija.,"Tesis de Grado Universidad de Los Andes (Inédito), Bogotá.",Arqueología Colombiana
6439,"Hernández, Cecilia",1978,Sitio de sentamiento Panche (Armero-Tolima).,"Fundación de Investigaciones Arqueológicas del Banco de la República, Bogotá.",Arqueología Colombiana
5429,"Hernández, Cecilia de & Carmen A. Cáceres de Fulleda",1989,Excavaciones arqueológicas en Guaduero-Cundinamarca.,"Fundación de Investigaciones Arqueológicas Nacionales, Banco de la República, Bogotá.",Arqueología Colombiana
5164,"Hernández, Guillermo",1989,Aspectos de la evolución historica del pueblo Chibcha.,"Historia y culturas populares: los estudios regionales en Boyacá. Compilado por Pablo Mora & Amado Guerrero,  pp. 41-49. Instituto de Cultura y Bellas Artes de BoyacáTunja.",Arqueología Colombiana
5202,"Hernández, Guillermo",1978,De los Chibchas a la colonia y a la República: del clan a la encomienda y al latifundio en Colombia.,Ediciones Internacionales Bogotá.,Arqueología Colombiana
35882,"Herrera, Alexander",2008,El futuro del pasado: arqueología andina para el siglo XXI,"Arqueología en Latinoamérica: historias, formación académica y perspectivas temáticas, ed., Luis Gonzalo Jaramillo pp 167-186. Universidad de los Andes, Centro de Estudios Socioculturales e Internacionales – CESO",Arqueología Colombiana
6310,"Herrera, Leonor",1981,Relaciones entre ocupaciones prehispánicas y suelos negros en la cuenca del río Caquetá en Colombia.,"Revista Ciaf, 6(1-3): 225-242.",Arqueología Colombiana
5753,"Herrera, Leonor",1989,La cuenca montañosa del río Cauca.,"Colombia Prehispánica, ed., Santiago Mora, pp, 117-134. Instituto Colombiano de Antropología, Instituto Colombiano de Cultura. Bogotá.",Arqueología Colombiana
6173,"Herrera, Leonor",1991,Presentación. San Agustín 200 años 1790-1990. Seminario la arqueología del macizo y el suroccidente colombianos.,San Agustín 200 años 1790-1990. Seminario la arqueología del macizo y el suroccidente colombianos. Editado por  Leonor . Herrera. pp 5-7. Fundación de Investigaciones Arqueológicas Nacionales-Instituto Colombiano de Antropología. Bogotá.,Arqueología Colombiana
5983,"Herrera, Leonor",1984,Mesa redonda sobre arqueología del valle del Cauca.,"Cespedesia, 13(47-48):113-130.",Arqueología Colombiana
5321,"Herrera, Leonor",1991,El proyecto arqueológico Río Frío (Sierra Nevada de Santa Marta).,"Revista Colombiana de Antropología, 28:169-172.",Arqueología Colombiana
4982,"Herrera, Leonor",1987,Apuntes sobre el estado de la investigación arqueológica en la amazonia colombiana.,"Boletín de Antropología, 6(21):21-61.",Arqueología Colombiana
8912,"Herrera, Leonor",2006,Colombia.,Revista de Estudiantes de Arqueología 3:57-70. Facultad de Ciencias Humanas. Universidad Nacional de Colombia.,Arqueología Colombiana
5204,"Herrera, Leonor",1990,De por qué los arqueólogos se enloquecen por los tiestos.,"Parques Arqueológicos de Colombia, pp. 37-40, Instituto Colombiano de Antropología, Bogotá.",Arqueología Colombiana
4898,"Herrera, Leonor",1993,Algunas reflexiones en torno a la diversidad cultural y el medio ambiente prehispánico,"Informes Antropológicos, 7:17-24.",Arqueología Colombiana
5309,"Herrera, Leonor",1992,El período Sonsos tardio y la conquista española.,"Calima diez mil años de historia en el suroccidente de Colombia,  pp 151-177. Fundación Pro Calima.",Arqueología Colombiana
5357,"Herrera, Leonor",1990,Erase una vez una espiga de maíz.,"Parques Arqueológicos de Colombia, pp. 31-35, Instituto Colombiano de Antropología, Bogotá.",Arqueología Colombiana
5799,"Herrera, Leonor",1989,La investigacion arqueológica en la región Calima.,"Arte de la tierra, cultura Calima. pp  11-14. Fondo de Promoción de la Cultura del Banco Popular. Colección Tesoros PrecolombinosI. Bogotá.",Arqueología Colombiana
5861,"Herrera, Leonor",1989,Las plataformas artificiales en laderas (tambos) en la arqueología del suroccidente colombiano.,"Memorias del V Congreso Nacional de Antropología, eds., Santiago Mora, Felipe Cárdenas & Miguel Angel Roldán, pp. 161-182. Instituto Colombiano de Antropología, Universidad de Los Andes, ICFES.",Arqueología Colombiana
4908,"Herrera, Leonor",1989,Amazonía colombiana.,"Colombia Prehispánica, ed., Santiago Mora, pp, 201-210. Instituto Colombiano de Antropología. Instituto Colombiano de Cultura. Bogotá.",Arqueología Colombiana
6551,"Herrera, Leonor & Gaspar Morcote",2001,Tumbas inundadas de Calima: contextos e identificación botánica de los restos conservados.,"Simposio pueblos y ambientes: una mirada al pasado precolombino. Editado por Gaspar Morcote, pp 131-151 . Academia Colombiana de Ciencias Exactas, Físicas y naturales. Editorial Guadalupe.",Arqueología Colombiana
5694,"Herrera, Leonor & María Cristina, Moreno",1990,Investigaciones arqueológicas en Nuevo Río Claro (Departamento de Caldas).,"Informes Antropológicos, 4:7-30.",Arqueología Colombiana
5047,"Herrera, Leonor & María Cristina, Moreno",1988,Arqueología de salvamento en nuevo río Claro (Departamento de Caldas).,"Instituto Colombiano de Antropología, Bogotá. Inédito.",Arqueología Colombiana
5947,"Herrera, Leonor; Marianne Cardale & Warwick, Bray",1994,Los sucesos de Malagana vistos desde Calima. Atando cabos en la arqueología del suroccidente colombiano.,"Revista Colombiana de Antropología, 31:145-174.",Arqueología Colombiana
5320,"Herrera, Leonor; Marianne, Cardale & Carlos Armando Rodríguez",1994,El proyecto arqueológico Malagana.,"Revista Colombiana de Antropología, 31:265-270.",Arqueología Colombiana
5731,"Herrera, Leonor; Marianne, Cardale & Warwick, Bray",1990,La arqueología y paisaje en la región Calima.,"Ingenierias Prehispánicas, ed., Santiago Mora, pp. 111-150.Fondo FEN Colombia, Instituto Colombiano de Antropología. Bogotá.",Arqueología Colombiana
5284,"Herrera, Leonor; Marianne, Cardale & Warwick, Bray",1983,"El hombre y su medio ambiente en Calima (Altos ríos Calima y río grande, cordillera Occidental).","Revista Colombiana de Antropología, 24:381-424.",Arqueología Colombiana
6038,"Herrera, Leonor; Warwick Bray; Marianne, Cardale & Pedro, Botero",1992,Nuevas fechas de radiocarbono para el Precerámico en la Cordillera Occidental de Colombia.,"Memorias del Simposio Arqueología y Medio Ambiente. 46 Congreso internacional de Americanistas,  editado por Omar Ortiz-Troncos & Thomas Van der Hammen. pp 145-163. Amsterdam. 1988. Oxford Bar International press.",Arqueología Colombiana
5192,"Herrera, Luisa Fernanda",1980,Buritica 200: estudio de polen arqueológico.,"Boletín del Museo del Oro, 3:1-20.",Arqueología Colombiana
4927,"Herrera, Luisa Fernanda",1988,"Análisis de polen, sitio La Cocotera TR-4.",En Patiño 1988 Fundación de Investigaciones arqueológicas Nacionales.,Arqueología Colombiana
4937,"Herrera, Luisa Fernanda",1995,"Análisis palinológico de los sitios Pipintá, La Dorada, Caldas. Ciénaga del Tigre, Barrancabermeja, Santander.",Bogotá: ECOPETROL. Fundación Erigaie Inédito.,Arqueología Colombiana
4935,"Herrera, Luisa Fernanda",1989,Análisis palinológico de los sitios de Palmira (Perfil 6) y Barranquilla Alta (Perfil 14).,"Cacicazgos prehispáncos del  Valle de La Plata: el contexto medioambiental de la ocupación humana, eds., Luisa F. Herrera, R. Drennan & C. Uribe, pp, 206-220. University of Pittsburgh, Universidad de los Andes.",Arqueología Colombiana
5446,"Herrera, Luisa Fernanda",1972,Excavaciones arqueológicas en Pasca: una zona limítrofe y de posibles contactos Muisca-Panche.,"Tesis de Grado Universidad de Los Andes (Inédito), Bogotá.",Arqueología Colombiana
6139,"Herrera, Luisa Fernanda",1989,Polen. Paleoecología en el Valle de La Plata,"Cacicazgos prehispáncos del  Valle de La Plata: el contexto medioambiental de la ocupación humana, eds., Luisa F. Herrera, R. Drennan & C. Uribe,  pp, 132. University of Pittsburgh, Universidad de Los Andes, Tomo 1.  Pittsburgh - Bogotá",Arqueología Colombiana
4938,"Herrera, Luisa Fernanda",1995,"Análisis palinológico de muestras del sitio arqueológico de Malagana, Palmira, Valle del Cauca.","INCIVA-ICAN. Fundación Erigaie, Inédito.",Arqueología Colombiana
4939,"Herrera, Luisa Fernanda",1996,Análisis palinológico de sitios arqueológicos del Proyecto Hidroeléctrico Porce I.,Universidad de Antioquia.Fundación Erigaie Inédito.,Arqueología Colombiana
5160,"Herrera, Luisa Fernanda",1996,Asesoría en palinología dentro del proyecto para la readecuación de un sector hidráulico en la Depresión Momposina.,"INAT-CORPOICA.Fundación Erigaie, Inédito.",Arqueología Colombiana
4885,"Herrera, Luisa Fernanda",1985,Agricultura aborígen en la Sierra Nevada de Santa Marta.,"Maguare,3:47-56.",Arqueología Colombiana
5221,"Herrera, Luisa Fernanda",1991,Diagnóstico palinológico de sitios arqueológicos en el trazado del oleoducto Cusiana - La Belleza - Vasconia-Coveñas.,Bogotá: ICANH -Fundación Erigaie Inédito.,Arqueología Colombiana
4886,"Herrera, Luisa Fernanda",1985,Agricultura aborígen y cambios de vegetación en la Sierra Nevada de Santa Marta.,"Fundación de Investigaciones Arqueológicas Nacionales, Banco de la República, Bogotá.",Arqueología Colombiana
4942,"Herrera, Luisa Fernanda",1985,Análisis palinológico.,"Arqueología regional en el Valle de La Plata, Colombia, ed., Robert Drennan. pp 16-22 University of Michigan, Technical Reports. No. 16. Ann Arbo",Arqueología Colombiana
5288,"Herrera, Luisa Fernanda",1987,El manejo del medio ambiente natural por el hombre prehispánico en la Sierra Nevada de Santa Marta.,"Boletín del Museo del Oro, 19:83-86.",Arqueología Colombiana
4936,"Herrera, Luisa Fernanda & Fernando, Piñeros",1989,Análisis palinológico de los sitios de Pilimbalá (Perfil 15) y Laguna San Rafael (Perfil 16).,"Cacicazgos prehispáncos del  Valle de La Plata: el contexto medioambiental de la ocupación humana, editado por Luisa  F. Herrera, R. Drennan & C. Uribe.University of Pittsburgh, Universidad de los Andes.",Arqueología Colombiana
5624,"Herrera, Luisa Fernanda & Robert, Drennan",1989,"Introducción.Cacicazgos Prehispánicos del Valle de La Plata: El contexto Medioambiental de la Ocupación Humana,","Cacicazgos prehispáncos del  Valle de La Plata: el contexto medioambiental de la ocupación humana, eds., Luisa F. Herrera, R. Drennan & C. Uribe,   pp, xxii - xxvi. Tomo 1. University of Pittsburgh, Universidad de Los Andes.",Arqueología Colombiana
4879,"Herrera, Luisa Fernanda;  Inés, Cavelier & Santiago, Mora",1991,Adecuación agrícola prehispánica.Informe parcial.,"Colciencias, Fundación Erigaie (Inédito)",Arqueología Colombiana
5577,"Herrera, Luisa Fernanda;  Inés, Cavelier & Santiago, Mora",1987,Informe de actividades. Proyecto ecología y cultura.,"Tropen-Bos, Fundación Erigaie (Inédito)",Arqueología Colombiana
4907,"Herrera, Luisa Fernanda; Cavelier Inés & Santiago Mora",1992,Amazonas: agricultura y el manejo del bosque.,"Diversidad es riqueza,  pp. 35-37.Instituto Colombiano de Antropología. Instituto Colombiano de Cultura. Consejería Presidencial para los Derechos Humanos.",Arqueología Colombiana
6437,"Herrera, Luisa Fernanda; Inés Cavelier & Santiago, Mora",1998,Sistema de información de arqueología colombiana.,"Informe final, Fundación Erigaie, Colciencias. Inédito.",Arqueología Colombiana
5897,"Herrera, Luisa Fernanda; Inés Cavelier; Camilo, Rodríguez & Santiago, Mora",1990,Los alfareros de la Amazonia: el caso de Araracuara.,"Memorias del V Congreso Nacional de Antropología, eds., Santiago Mora, Felipe Cárdenas & Miguel Angel Roldán, pp. 185-220  Instituto Colombiano de Antropología, Universidad de Los Andes, ICFES.",Arqueología Colombiana
6239,"Herrera, Luisa Fernanda; Inés, Cavelier & Santiago, Mora",1987,Proyecto Ecologia y Cultura.,"Fundación Eriagie, Programa Tropen Bos. Inédito.",Arqueología Colombiana
7034,"Herrera, Luisa Fernanda; Inés, Cavelier; Camilo, Rodríguez & Santiago, Mora",1992,The technical transformation of an agricultural system in the colombian Amazon.,"World Archaeology, 24(1):98-113.",Arqueología Colombiana
4985,"Herrera, Luisa Fernanda; Santiago Mora & Inés Cavelier",1992,"Araracuara, Colombia: selección y tecnología en el primer milenio A.D.","Archaeology and environment in Latin America, eds.,  Omar R. Ortiz-Troncoso & Thomas Van der Hammen. pp175-182. Instituut voor Prean Protohistorische Archeologie Albert Egges van Giffen (IPP), Universite van Amsterdam.",Arqueología Colombiana
4986,"Herrera, Luisa Fernanda; Santiago, Mora & Inés, Cavelier",1988,Araracuara: selección y tecnología en el primer milenio A.D.,Colombia Amazónica 3(1):75-87.,Arqueología Colombiana
35898,"Herrera, Martha Cecilia",2009,Como la seda de un estandarte contra el viento: un tributo a los pioneros de la Escuela Normal Superior y el Instituto Etnológico Nacional.,"Arqueología y etnología en Colombia: la creación de una tradición científica, eds., Carl Henrik Langebaek & Clara Isabel Botero, pp 95-112. Bogotá: Universidad de los Andes, Facultad de Ciencias Sociales, CESO, Ediciones Uniandes",Arqueología Colombiana
5749,"Hettner, Alfred",1966,La cordillera de Bogotá resultados de viajes y estudios.,"Primera versión Castellana - Ernesto Guhl-. Ediciones Banco de la República, Bogotá.",Arqueología Colombiana
5081,"Hildebrand, Martín & Elizabeth Reichel",1985,Arqueología del bajo río Caquetá y Apaporis. Comisaría del Amazonas.,"Proyectos de investigación realizados entre 1972 - 1984 (Resúmenes), pp. 39-41. Fundación de Investigaciones Arqueológicas Nacionales.",Arqueología Colombiana
8880,"Hoopes, John W.",2004,Atravesando fronteras y explorando la iconografía sagrada de los antiguos chibchas en Centroamérica meridional y Colombia septentrional.,"Revista de Arqueología del Área Intermedia,  6:126-166.",Arqueología Colombiana
